year,local_day,LOCAL_HOUR_END,tot_solar_mwh,_FREQ_,,
2018,1-Apr-18,22,,
2018,1-Apr-18,23,,
2018,1-Apr-18,24,,
2018,2-Apr-18,01,,
2018,2-Apr-18,02,,
2018,2-Apr-18,03,,
2018,2-Apr-18,04,,
2018,2-Apr-18,05,,
2018,2-Apr-18,06,,
2018,2-Apr-18,07,1.025,55
2018,2-Apr-18,08,10.833,344
2018,2-Apr-18,09,20.153,380
2018,2-Apr-18,10,23.397,371
2018,2-Apr-18,11,32.41,507
2018,2-Apr-18,12,59.952,620
2018,2-Apr-18,13,121.299,681
2018,2-Apr-18,14,196.474,719
2018,2-Apr-18,15,256.753,765
2018,2-Apr-18,16,292.78,791
2018,2-Apr-18,17,287.226,786
2018,2-Apr-18,18,180.157,760
2018,2-Apr-18,19,37.26,633
2018,2-Apr-18,20,0.137,16
2018,2-Apr-18,21,,
2018,2-Apr-18,22,,
2018,2-Apr-18,23,,
2018,2-Apr-18,24,,
2018,3-Apr-18,01,,
2018,3-Apr-18,02,,
2018,3-Apr-18,03,,
2018,3-Apr-18,04,,
2018,3-Apr-18,05,,
2018,3-Apr-18,06,,
2018,3-Apr-18,07,4.94599999999998,466
2018,3-Apr-18,08,76.7140000000001,642
2018,3-Apr-18,09,268.738,763
2018,3-Apr-18,10,450.689,866
2018,3-Apr-18,11,535.752,901
2018,3-Apr-18,12,421.173,860
2018,3-Apr-18,13,241.506,786
2018,3-Apr-18,14,151.384,677
2018,3-Apr-18,15,101.84,649
2018,3-Apr-18,16,74.369,639
2018,3-Apr-18,17,44.495,622
2018,3-Apr-18,18,14.368,601
2018,3-Apr-18,19,1.444,235
2018,3-Apr-18,20,0.129,6
2018,3-Apr-18,21,,
2018,3-Apr-18,22,,
2018,3-Apr-18,23,,
2018,3-Apr-18,24,,
2018,4-Apr-18,01,,
2018,4-Apr-18,02,,
2018,4-Apr-18,03,,
2018,4-Apr-18,04,,
2018,4-Apr-18,05,,
2018,4-Apr-18,06,0.151,6
2018,4-Apr-18,07,0.513,113
2018,4-Apr-18,08,14.106,584
2018,4-Apr-18,09,51.427,621
2018,4-Apr-18,10,85.3850000000001,643
2018,4-Apr-18,11,106.595,658
2018,4-Apr-18,12,123.775,672
2018,4-Apr-18,13,107.244,674
2018,4-Apr-18,14,74.618,641
2018,4-Apr-18,15,61.644,635
2018,4-Apr-18,16,51.307,638
2018,4-Apr-18,17,49.3550000000001,646
2018,4-Apr-18,18,70.9600000000001,675
2018,4-Apr-18,19,36.487,625
2018,4-Apr-18,20,0.218,56
2018,4-Apr-18,21,,
2018,4-Apr-18,22,,
2018,4-Apr-18,23,,
2018,4-Apr-18,24,,
2018,5-Apr-18,01,,
2018,5-Apr-18,02,,
2018,5-Apr-18,03,,
2018,5-Apr-18,04,,
2018,5-Apr-18,05,,
2018,5-Apr-18,06,0.143,6
2018,5-Apr-18,07,6.25699999999999,524
2018,5-Apr-18,08,106.409,650
2018,5-Apr-18,09,345.395,794
2018,5-Apr-18,10,580.046,894
2018,5-Apr-18,11,710.937999999999,922
2018,5-Apr-18,12,750.888999999999,939
2018,5-Apr-18,13,759.293000000001,944
2018,5-Apr-18,14,747.648,943
2018,5-Apr-18,15,717.399999999999,943
2018,5-Apr-18,16,639.561,936
2018,5-Apr-18,17,465.882,903
2018,5-Apr-18,18,237.618,800
2018,5-Apr-18,19,48.456,648
2018,5-Apr-18,20,0.325,82
2018,5-Apr-18,21,,
2018,5-Apr-18,22,,
2018,5-Apr-18,23,,
2018,5-Apr-18,24,,
2018,6-Apr-18,01,,
2018,6-Apr-18,02,,
2018,6-Apr-18,03,,
2018,6-Apr-18,04,,
2018,6-Apr-18,05,,
2018,6-Apr-18,06,0.16,6
2018,6-Apr-18,07,8.94999999999998,569
2018,6-Apr-18,08,107.165,665
2018,6-Apr-18,09,245.323,781
2018,6-Apr-18,10,337.288999999999,814
2018,6-Apr-18,11,316.546,831
2018,6-Apr-18,12,225.887,771
2018,6-Apr-18,13,152.453,721
2018,6-Apr-18,14,92.8000000000002,664
2018,6-Apr-18,15,41.461,606
2018,6-Apr-18,16,20.055,468
2018,6-Apr-18,17,29.542,525
2018,6-Apr-18,18,36.263,581
2018,6-Apr-18,19,16.842,510
2018,6-Apr-18,20,0.191,40
2018,6-Apr-18,21,,
2018,6-Apr-18,22,,
2018,6-Apr-18,23,,
2018,6-Apr-18,24,,
2018,7-Apr-18,01,,
2018,7-Apr-18,02,,
2018,7-Apr-18,03,,
2018,7-Apr-18,04,,
2018,7-Apr-18,05,,
2018,7-Apr-18,06,0.104,6
2018,7-Apr-18,07,0.155,19
2018,7-Apr-18,08,6.03999999999999,406
2018,7-Apr-18,09,34.405,648
2018,7-Apr-18,10,133.794,781
2018,7-Apr-18,11,364.972,919
2018,7-Apr-18,12,529.646,981
2018,7-Apr-18,13,654.041999999999,1000
2018,7-Apr-18,14,754.716,1012
2018,7-Apr-18,15,765.779000000001,1012
2018,7-Apr-18,16,694.266,1004
2018,7-Apr-18,17,479.480000000001,968
2018,7-Apr-18,18,212.814,871
2018,7-Apr-18,19,47.4270000000001,683
2018,7-Apr-18,20,0.311,101
2018,7-Apr-18,21,,
2018,7-Apr-18,22,,
2018,7-Apr-18,23,,
2018,7-Apr-18,24,,
2018,8-Apr-18,01,,
2018,8-Apr-18,02,,
2018,8-Apr-18,03,,
2018,8-Apr-18,04,,
2018,8-Apr-18,05,,
2018,8-Apr-18,06,0.107,6
2018,8-Apr-18,07,5.39199999999998,498
2018,8-Apr-18,08,83.8870000000002,739
2018,8-Apr-18,09,250.925,913
2018,8-Apr-18,10,386.647,961
2018,8-Apr-18,11,448.252,969
2018,8-Apr-18,12,586.841,998
2018,8-Apr-18,13,588.75,1001
2018,8-Apr-18,14,550.716,997
2018,8-Apr-18,15,497.592,982
2018,8-Apr-18,16,413.703,968
2018,8-Apr-18,17,249.065,903
2018,8-Apr-18,18,138.138,813
2018,8-Apr-18,19,38.689,669
2018,8-Apr-18,20,0.326,100
2018,8-Apr-18,21,,
2018,8-Apr-18,22,,
2018,8-Apr-18,23,,
2018,8-Apr-18,24,,
2018,9-Apr-18,01,,
2018,9-Apr-18,02,,
2018,9-Apr-18,03,,
2018,9-Apr-18,04,,
2018,9-Apr-18,05,,
2018,9-Apr-18,06,0.158,6
2018,9-Apr-18,07,10.478,573
2018,9-Apr-18,08,126.475,705
2018,9-Apr-18,09,368.94,848
2018,9-Apr-18,10,597.275000000001,919
2018,9-Apr-18,11,726.637999999998,947
2018,9-Apr-18,12,739.865,957
2018,9-Apr-18,13,790.898000000001,969
2018,9-Apr-18,14,802.884,975
2018,9-Apr-18,15,780.920999999999,969
2018,9-Apr-18,16,692.324999999999,962
2018,9-Apr-18,17,475.398,919
2018,9-Apr-18,18,221.994,817
2018,9-Apr-18,19,55.077,664
2018,9-Apr-18,20,0.517,169
2018,9-Apr-18,21,,
2018,9-Apr-18,22,,
2018,9-Apr-18,23,,
2018,9-Apr-18,24,,
2018,10-Apr-18,01,,
2018,10-Apr-18,02,,
2018,10-Apr-18,03,,
2018,10-Apr-18,04,,
2018,10-Apr-18,05,,
2018,10-Apr-18,06,0.168,6
2018,10-Apr-18,07,3.89999999999998,406
2018,10-Apr-18,08,44.924,628
2018,10-Apr-18,09,108.321,661
2018,10-Apr-18,10,157.821,709
2018,10-Apr-18,11,176.806,718
2018,10-Apr-18,12,194.833,740
2018,10-Apr-18,13,225.181,765
2018,10-Apr-18,14,221.851,763
2018,10-Apr-18,15,195.937,762
2018,10-Apr-18,16,162.75,757
2018,10-Apr-18,17,133.375,713
2018,10-Apr-18,18,86.0070000000002,687
2018,10-Apr-18,19,30.917,634
2018,10-Apr-18,20,0.719,152
2018,10-Apr-18,21,,
2018,10-Apr-18,22,,
2018,10-Apr-18,23,,
2018,10-Apr-18,24,,
2018,11-Apr-18,01,,
2018,11-Apr-18,02,,
2018,11-Apr-18,03,,
2018,11-Apr-18,04,,
2018,11-Apr-18,05,,
2018,11-Apr-18,06,0.133,5
2018,11-Apr-18,07,11.643,579
2018,11-Apr-18,08,115.837,686
2018,11-Apr-18,09,327.802,817
2018,11-Apr-18,10,545.634,908
2018,11-Apr-18,11,628.022000000001,942
2018,11-Apr-18,12,623.020999999999,943
2018,11-Apr-18,13,621.891999999999,955
2018,11-Apr-18,14,581.352,929
2018,11-Apr-18,15,498.817,901
2018,11-Apr-18,16,435.326,884
2018,11-Apr-18,17,314.352,846
2018,11-Apr-18,18,167.469,790
2018,11-Apr-18,19,46.634,662
2018,11-Apr-18,20,0.764,217
2018,11-Apr-18,21,,
2018,11-Apr-18,22,,
2018,11-Apr-18,23,,
2018,11-Apr-18,24,,
2018,12-Apr-18,01,,
2018,12-Apr-18,02,,
2018,12-Apr-18,03,,
2018,12-Apr-18,04,,
2018,12-Apr-18,05,,
2018,12-Apr-18,06,0.138,6
2018,12-Apr-18,07,13.522,601
2018,12-Apr-18,08,129.652,703
2018,12-Apr-18,09,357.532,847
2018,12-Apr-18,10,578.284,931
2018,12-Apr-18,11,694.156,951
2018,12-Apr-18,12,697.672,951
2018,12-Apr-18,13,646.624,947
2018,12-Apr-18,14,544.879,925
2018,12-Apr-18,15,393.71,866
2018,12-Apr-18,16,291.535,835
2018,12-Apr-18,17,157.382,738
2018,12-Apr-18,18,52.8980000000001,666
2018,12-Apr-18,19,5.63699999999998,389
2018,12-Apr-18,20,0.104,6
2018,12-Apr-18,21,,
2018,12-Apr-18,22,,
2018,12-Apr-18,23,,
2018,12-Apr-18,24,,
2018,13-Apr-18,01,,
2018,13-Apr-18,02,,
2018,13-Apr-18,03,,
2018,13-Apr-18,04,,
2018,13-Apr-18,05,,
2018,13-Apr-18,06,0.132,5
2018,13-Apr-18,07,12.466,595
2018,13-Apr-18,08,112.146,708
2018,13-Apr-18,09,213.288,775
2018,13-Apr-18,10,203.701,765
2018,13-Apr-18,11,266.409999999999,790
2018,13-Apr-18,12,276.579,834
2018,13-Apr-18,13,264.146,809
2018,13-Apr-18,14,321.914,831
2018,13-Apr-18,15,222.558,775
2018,13-Apr-18,16,220.105,792
2018,13-Apr-18,17,252.091,823
2018,13-Apr-18,18,199.51,833
2018,13-Apr-18,19,60.121,689
2018,13-Apr-18,20,1.102,286
2018,13-Apr-18,21,,
2018,13-Apr-18,22,,
2018,13-Apr-18,23,,
2018,13-Apr-18,24,,
2018,14-Apr-18,01,,
2018,14-Apr-18,02,,
2018,14-Apr-18,03,,
2018,14-Apr-18,04,,
2018,14-Apr-18,05,,
2018,14-Apr-18,06,0.071,5
2018,14-Apr-18,07,13.909,611
2018,14-Apr-18,08,121.167,803
2018,14-Apr-18,09,331.179,946
2018,14-Apr-18,10,554.598,993
2018,14-Apr-18,11,677.678000000001,1000
2018,14-Apr-18,12,671.718,984
2018,14-Apr-18,13,648.874,978
2018,14-Apr-18,14,623.168999999999,963
2018,14-Apr-18,15,575.533000000001,944
2018,14-Apr-18,16,438.915,903
2018,14-Apr-18,17,275.942999999999,855
2018,14-Apr-18,18,105.306,760
2018,14-Apr-18,19,21.166,597
2018,14-Apr-18,20,0.208,54
2018,14-Apr-18,21,,
2018,14-Apr-18,22,,
2018,14-Apr-18,23,,
2018,14-Apr-18,24,,
2018,15-Apr-18,01,,
2018,15-Apr-18,02,,
2018,15-Apr-18,03,,
2018,15-Apr-18,04,,
2018,15-Apr-18,05,,
2018,15-Apr-18,06,0.083,5
2018,15-Apr-18,07,1.744,293
2018,15-Apr-18,08,29.769,642
2018,15-Apr-18,09,76.15,720
2018,15-Apr-18,10,105.221,761
2018,15-Apr-18,11,111.552,768
2018,15-Apr-18,12,121.709,779
2018,15-Apr-18,13,130.152,785
2018,15-Apr-18,14,127.988,791
2018,15-Apr-18,15,117.3,770
2018,15-Apr-18,16,98.4409999999999,758
2018,15-Apr-18,17,67.3070000000001,704
2018,15-Apr-18,18,35.68,661
2018,15-Apr-18,19,8.12899999999999,557
2018,15-Apr-18,20,0.088,10
2018,15-Apr-18,21,,
2018,15-Apr-18,22,,
2018,15-Apr-18,23,,
2018,15-Apr-18,24,,
2018,16-Apr-18,01,,
2018,16-Apr-18,02,,
2018,16-Apr-18,03,,
2018,16-Apr-18,04,,
2018,16-Apr-18,05,,
2018,16-Apr-18,06,0.087,5
2018,16-Apr-18,07,0.497,63
2018,16-Apr-18,08,9.74499999999999,458
2018,16-Apr-18,09,27.966,574
2018,16-Apr-18,10,40.069,596
2018,16-Apr-18,11,53.645,621
2018,16-Apr-18,12,73.4990000000001,631
2018,16-Apr-18,13,89.439,643
2018,16-Apr-18,14,71.9280000000001,642
2018,16-Apr-18,15,47.268,620
2018,16-Apr-18,16,50.1630000000001,621
2018,16-Apr-18,17,42.48,627
2018,16-Apr-18,18,33.5210000000001,618
2018,16-Apr-18,19,22.2,520
2018,16-Apr-18,20,0.552,91
2018,16-Apr-18,21,,
2018,16-Apr-18,22,,
2018,16-Apr-18,23,,
2018,16-Apr-18,24,,
2018,17-Apr-18,01,,
2018,17-Apr-18,02,,
2018,17-Apr-18,03,,
2018,17-Apr-18,04,,
2018,17-Apr-18,05,,
2018,17-Apr-18,06,0.081,5
2018,17-Apr-18,07,16.38,574
2018,17-Apr-18,08,118.37,696
2018,17-Apr-18,09,285.531,808
2018,17-Apr-18,10,374.398,852
2018,17-Apr-18,11,366.204,841
2018,17-Apr-18,12,438.725999999999,892
2018,17-Apr-18,13,485.156,915
2018,17-Apr-18,14,449.170999999999,910
2018,17-Apr-18,15,344.562,869
2018,17-Apr-18,16,241.401,808
2018,17-Apr-18,17,160.767,769
2018,17-Apr-18,18,67.177,692
2018,17-Apr-18,19,27.567,612
2018,17-Apr-18,20,0.497,142
2018,17-Apr-18,21,,
2018,17-Apr-18,22,,
2018,17-Apr-18,23,,
2018,17-Apr-18,24,,
2018,18-Apr-18,01,,
2018,18-Apr-18,02,,
2018,18-Apr-18,03,,
2018,18-Apr-18,04,,
2018,18-Apr-18,05,,
2018,18-Apr-18,06,0.087,5
2018,18-Apr-18,07,16.335,564
2018,18-Apr-18,08,108.964,687
2018,18-Apr-18,09,253.516,803
2018,18-Apr-18,10,363.556000000001,869
2018,18-Apr-18,11,487.936,905
2018,18-Apr-18,12,553.217,926
2018,18-Apr-18,13,603.819999999999,958
2018,18-Apr-18,14,596.267,954
2018,18-Apr-18,15,542.930999999999,954
2018,18-Apr-18,16,503.461000000001,925
2018,18-Apr-18,17,363.929,899
2018,18-Apr-18,18,161.03,798
2018,18-Apr-18,19,42.366,666
2018,18-Apr-18,20,0.936000000000001,214
2018,18-Apr-18,21,,
2018,18-Apr-18,22,,
2018,18-Apr-18,23,,
2018,18-Apr-18,24,,
2018,19-Apr-18,01,,
2018,19-Apr-18,02,,
2018,19-Apr-18,03,,
2018,19-Apr-18,04,,
2018,19-Apr-18,05,,
2018,19-Apr-18,06,0.109,6
2018,19-Apr-18,07,0.948,67
2018,19-Apr-18,08,8.85999999999998,465
2018,19-Apr-18,09,25.723,588
2018,19-Apr-18,10,54.028,635
2018,19-Apr-18,11,85.4790000000001,659
2018,19-Apr-18,12,184.371,741
2018,19-Apr-18,13,208.936,773
2018,19-Apr-18,14,138.625,719
2018,19-Apr-18,15,105.318,680
2018,19-Apr-18,16,169.315,731
2018,19-Apr-18,17,184.269,775
2018,19-Apr-18,18,166.659,795
2018,19-Apr-18,19,51.23,670
2018,19-Apr-18,20,1.65599999999999,323
2018,19-Apr-18,21,,
2018,19-Apr-18,22,,
2018,19-Apr-18,23,,
2018,19-Apr-18,24,,
2018,20-Apr-18,01,,
2018,20-Apr-18,02,,
2018,20-Apr-18,03,,
2018,20-Apr-18,04,,
2018,20-Apr-18,05,,
2018,20-Apr-18,06,0.107,7
2018,20-Apr-18,07,20.977,607
2018,20-Apr-18,08,148.1,734
2018,20-Apr-18,09,373.163,866
2018,20-Apr-18,10,557.679999999999,933
2018,20-Apr-18,11,678.708,965
2018,20-Apr-18,12,700.358,975
2018,20-Apr-18,13,658.033,966
2018,20-Apr-18,14,656.703000000001,966
2018,20-Apr-18,15,620.538,969
2018,20-Apr-18,16,508.807,957
2018,20-Apr-18,17,332.817,906
2018,20-Apr-18,18,160.293,816
2018,20-Apr-18,19,42.042,675
2018,20-Apr-18,20,1.342,247
2018,20-Apr-18,21,,
2018,20-Apr-18,22,,
2018,20-Apr-18,23,,
2018,20-Apr-18,24,,
2018,21-Apr-18,01,,
2018,21-Apr-18,02,,
2018,21-Apr-18,03,,
2018,21-Apr-18,04,,
2018,21-Apr-18,05,,
2018,21-Apr-18,06,0.108,11
2018,21-Apr-18,07,24.057,642
2018,21-Apr-18,08,173.293,848
2018,21-Apr-18,09,435.349,963
2018,21-Apr-18,10,659.285,996
2018,21-Apr-18,11,790.001000000001,1014
2018,21-Apr-18,12,830.522000000001,1024
2018,21-Apr-18,13,838.606999999999,1027
2018,21-Apr-18,14,837.131999999999,1027
2018,21-Apr-18,15,812.047,1025
2018,21-Apr-18,16,725.574,1014
2018,21-Apr-18,17,543.014,989
2018,21-Apr-18,18,293.479,926
2018,21-Apr-18,19,71.732,753
2018,21-Apr-18,20,3.01599999999998,460
2018,21-Apr-18,21,,
2018,21-Apr-18,22,,
2018,21-Apr-18,23,,
2018,21-Apr-18,24,,
2018,22-Apr-18,01,,
2018,22-Apr-18,02,,
2018,22-Apr-18,03,,
2018,22-Apr-18,04,,
2018,22-Apr-18,05,,
2018,22-Apr-18,06,0.113,12
2018,22-Apr-18,07,26.234,655
2018,22-Apr-18,08,184.011,885
2018,22-Apr-18,09,447.658,985
2018,22-Apr-18,10,675.115,1007
2018,22-Apr-18,11,804.936999999998,1025
2018,22-Apr-18,12,844.397,1028
2018,22-Apr-18,13,855.053999999999,1031
2018,22-Apr-18,14,849.799,1029
2018,22-Apr-18,15,826.943,1030
2018,22-Apr-18,16,739.728999999999,1023
2018,22-Apr-18,17,551.876,998
2018,22-Apr-18,18,298.47,932
2018,22-Apr-18,19,73.674,771
2018,22-Apr-18,20,3.29999999999998,479
2018,22-Apr-18,21,,
2018,22-Apr-18,22,,
2018,22-Apr-18,23,,
2018,22-Apr-18,24,,
2018,23-Apr-18,01,,
2018,23-Apr-18,02,,
2018,23-Apr-18,03,,
2018,23-Apr-18,04,,
2018,23-Apr-18,05,,
2018,23-Apr-18,06,0.159,14
2018,23-Apr-18,07,27.813,629
2018,23-Apr-18,08,180.688,765
2018,23-Apr-18,09,431.9,874
2018,23-Apr-18,10,647.315999999999,933
2018,23-Apr-18,11,769.975999999999,956
2018,23-Apr-18,12,808.282,967
2018,23-Apr-18,13,818.076,974
2018,23-Apr-18,14,813.199,975
2018,23-Apr-18,15,789.313000000001,973
2018,23-Apr-18,16,701.333999999999,962
2018,23-Apr-18,17,525.254,938
2018,23-Apr-18,18,286.424,857
2018,23-Apr-18,19,71.804,704
2018,23-Apr-18,20,3.48199999999998,478
2018,23-Apr-18,21,,
2018,23-Apr-18,22,,
2018,23-Apr-18,23,,
2018,23-Apr-18,24,,
2018,24-Apr-18,01,,
2018,24-Apr-18,02,,
2018,24-Apr-18,03,,
2018,24-Apr-18,04,,
2018,24-Apr-18,05,,
2018,24-Apr-18,06,0.172,14
2018,24-Apr-18,07,28.683,632
2018,24-Apr-18,08,180.486,780
2018,24-Apr-18,09,392.931,877
2018,24-Apr-18,10,597.832999999999,936
2018,24-Apr-18,11,740.818999999999,955
2018,24-Apr-18,12,783.675999999999,961
2018,24-Apr-18,13,798.390000000001,972
2018,24-Apr-18,14,799.353999999999,969
2018,24-Apr-18,15,740.315,959
2018,24-Apr-18,16,598.826,948
2018,24-Apr-18,17,425.544,911
2018,24-Apr-18,18,184.326,821
2018,24-Apr-18,19,52.3820000000001,666
2018,24-Apr-18,20,2.19399999999999,412
2018,24-Apr-18,21,,
2018,24-Apr-18,22,,
2018,24-Apr-18,23,,
2018,24-Apr-18,24,,
2018,25-Apr-18,01,,
2018,25-Apr-18,02,,
2018,25-Apr-18,03,,
2018,25-Apr-18,04,,
2018,25-Apr-18,05,,
2018,25-Apr-18,06,0.134,6
2018,25-Apr-18,07,6.93499999999999,470
2018,25-Apr-18,08,30.741,610
2018,25-Apr-18,09,66.652,642
2018,25-Apr-18,10,124.433,674
2018,25-Apr-18,11,187.5,702
2018,25-Apr-18,12,188.556,720
2018,25-Apr-18,13,166.514,723
2018,25-Apr-18,14,132.969,678
2018,25-Apr-18,15,109.214,663
2018,25-Apr-18,16,87.8450000000001,650
2018,25-Apr-18,17,66.532,644
2018,25-Apr-18,18,39.023,638
2018,25-Apr-18,19,10.69,541
2018,25-Apr-18,20,0.193,32
2018,25-Apr-18,21,,
2018,25-Apr-18,22,,
2018,25-Apr-18,23,,
2018,25-Apr-18,24,,
2018,26-Apr-18,01,,
2018,26-Apr-18,02,,
2018,26-Apr-18,03,,
2018,26-Apr-18,04,,
2018,26-Apr-18,05,,
2018,26-Apr-18,06,0.114,5
2018,26-Apr-18,07,1.79,213
2018,26-Apr-18,08,27.774,573
2018,26-Apr-18,09,86.409,653
2018,26-Apr-18,10,226.982,766
2018,26-Apr-18,11,435.157,881
2018,26-Apr-18,12,543.872999999999,930
2018,26-Apr-18,13,551.74,928
2018,26-Apr-18,14,567.255,940
2018,26-Apr-18,15,586.631,941
2018,26-Apr-18,16,534.056999999999,944
2018,26-Apr-18,17,423.156,918
2018,26-Apr-18,18,236.888,856
2018,26-Apr-18,19,68.8950000000001,707
2018,26-Apr-18,20,4.33899999999998,497
2018,26-Apr-18,21,,
2018,26-Apr-18,22,,
2018,26-Apr-18,23,,
2018,26-Apr-18,24,,
2018,27-Apr-18,01,,
2018,27-Apr-18,02,,
2018,27-Apr-18,03,,
2018,27-Apr-18,04,,
2018,27-Apr-18,05,,
2018,27-Apr-18,06,0.209,26
2018,27-Apr-18,07,32.093,631
2018,27-Apr-18,08,161.09,758
2018,27-Apr-18,09,348.864,877
2018,27-Apr-18,10,491.53,918
2018,27-Apr-18,11,372.839,879
2018,27-Apr-18,12,196.81,757
2018,27-Apr-18,13,156.876,729
2018,27-Apr-18,14,113.288,673
2018,27-Apr-18,15,94.1940000000001,675
2018,27-Apr-18,16,82.702,658
2018,27-Apr-18,17,70.3370000000001,660
2018,27-Apr-18,18,46.347,650
2018,27-Apr-18,19,14.79,600
2018,27-Apr-18,20,0.408,80
2018,27-Apr-18,21,,
2018,27-Apr-18,22,,
2018,27-Apr-18,23,,
2018,27-Apr-18,24,,
2018,28-Apr-18,01,,
2018,28-Apr-18,02,,
2018,28-Apr-18,03,,
2018,28-Apr-18,04,,
2018,28-Apr-18,05,,
2018,28-Apr-18,06,0.094,12
2018,28-Apr-18,07,23.892,633
2018,28-Apr-18,08,131.001,839
2018,28-Apr-18,09,313.062,941
2018,28-Apr-18,10,540.504,987
2018,28-Apr-18,11,705.165999999999,1005
2018,28-Apr-18,12,771.6,1019
2018,28-Apr-18,13,787.306,1020
2018,28-Apr-18,14,784.098,1017
2018,28-Apr-18,15,751.673,1014
2018,28-Apr-18,16,644.97,1006
2018,28-Apr-18,17,477.189,986
2018,28-Apr-18,18,262.878,910
2018,28-Apr-18,19,82.9930000000001,780
2018,28-Apr-18,20,7.26599999999998,575
2018,28-Apr-18,21,,
2018,28-Apr-18,22,,
2018,28-Apr-18,23,,
2018,28-Apr-18,24,,
2018,29-Apr-18,01,,
2018,29-Apr-18,02,,
2018,29-Apr-18,03,,
2018,29-Apr-18,04,,
2018,29-Apr-18,05,,
2018,29-Apr-18,06,0.152,32
2018,29-Apr-18,07,14.215,369
2018,29-Apr-18,08,60.282,687
2018,29-Apr-18,09,76.2920000000001,723
2018,29-Apr-18,10,89.258,735
2018,29-Apr-18,11,140.843,797
2018,29-Apr-18,12,220.656,865
2018,29-Apr-18,13,251.856,933
2018,29-Apr-18,14,322.37,961
2018,29-Apr-18,15,379.949,973
2018,29-Apr-18,16,355.26,964
2018,29-Apr-18,17,273.749,940
2018,29-Apr-18,18,166.973,875
2018,29-Apr-18,19,57.826,729
2018,29-Apr-18,20,4.62599999999998,498
2018,29-Apr-18,21,,
2018,29-Apr-18,22,,
2018,29-Apr-18,23,,
2018,29-Apr-18,24,,
2018,30-Apr-18,01,,
2018,30-Apr-18,02,,
2018,30-Apr-18,03,,
2018,30-Apr-18,04,,
2018,30-Apr-18,05,,
2018,30-Apr-18,06,0.36,92
2018,30-Apr-18,07,33,631
2018,30-Apr-18,08,113.757,699
2018,30-Apr-18,09,177.324,752
2018,30-Apr-18,10,224.054,777
2018,30-Apr-18,11,253.139,795
2018,30-Apr-18,12,316.894,819
2018,30-Apr-18,13,330.638,836
2018,30-Apr-18,14,293.597,821
2018,30-Apr-18,15,212.932,772
2018,30-Apr-18,16,177.095,769
2018,30-Apr-18,17,168.526,760
2018,30-Apr-18,18,111.735,739
2018,30-Apr-18,19,48.1140000000001,664
2018,30-Apr-18,20,4.04799999999998,321
2018,30-Apr-18,21,,
2018,30-Apr-18,22,,
2018,30-Apr-18,23,,
2018,30-Apr-18,24,,
2018,1-May-18,01,,
2018,1-May-18,02,,
2018,1-May-18,03,,
2018,1-May-18,04,,
2018,1-May-18,05,,
2018,1-May-18,06,0.404,74
2018,1-May-18,07,32.953,647
2018,1-May-18,08,169.594,769
2018,1-May-18,09,380.678,882
2018,1-May-18,10,497.276,927
2018,1-May-18,11,505.772,921
2018,1-May-18,12,470.439,922
2018,1-May-18,13,491.764,894
2018,1-May-18,14,608.545,937
2018,1-May-18,15,697.09,961
2018,1-May-18,16,583.232999999999,959
2018,1-May-18,17,469.314,938
2018,1-May-18,18,250.77,857
2018,1-May-18,19,77.664,726
2018,1-May-18,20,6.41199999999998,503
2018,1-May-18,21,,
2018,1-May-18,22,,
2018,1-May-18,23,,
2018,1-May-18,24,,
2018,2-May-18,01,,
2018,2-May-18,02,,
2018,2-May-18,03,,
2018,2-May-18,04,,
2018,2-May-18,05,,
2018,2-May-18,06,1.333,87
2018,2-May-18,07,34.965,656
2018,2-May-18,08,180.253,794
2018,2-May-18,09,391.386999999999,899
2018,2-May-18,10,578.557,937
2018,2-May-18,11,695.555,959
2018,2-May-18,12,765.847000000001,961
2018,2-May-18,13,782.973000000001,964
2018,2-May-18,14,769.164,960
2018,2-May-18,15,721.480000000001,954
2018,2-May-18,16,611.397999999999,943
2018,2-May-18,17,421.157,904
2018,2-May-18,18,230.346,825
2018,2-May-18,19,84.8510000000001,719
2018,2-May-18,20,11.161,597
2018,2-May-18,21,,
2018,2-May-18,22,,
2018,2-May-18,23,,
2018,2-May-18,24,,
2018,3-May-18,01,,
2018,3-May-18,02,,
2018,3-May-18,03,,
2018,3-May-18,04,,
2018,3-May-18,05,,
2018,3-May-18,06,1.114,17
2018,3-May-18,07,28.025,618
2018,3-May-18,08,117.33,704
2018,3-May-18,09,274.927,817
2018,3-May-18,10,521.69,921
2018,3-May-18,11,656.467000000001,940
2018,3-May-18,12,665.988,933
2018,3-May-18,13,577.913,905
2018,3-May-18,14,485.478,859
2018,3-May-18,15,413.304999999999,846
2018,3-May-18,16,305.925,797
2018,3-May-18,17,228.343,793
2018,3-May-18,18,164.002,778
2018,3-May-18,19,52.352,675
2018,3-May-18,20,3.17999999999999,263
2018,3-May-18,21,,
2018,3-May-18,22,,
2018,3-May-18,23,,
2018,3-May-18,24,,
2018,4-May-18,01,,
2018,4-May-18,02,,
2018,4-May-18,03,,
2018,4-May-18,04,,
2018,4-May-18,05,,
2018,4-May-18,06,1.143,38
2018,4-May-18,07,13.218,521
2018,4-May-18,08,59.2210000000001,651
2018,4-May-18,09,144.906,721
2018,4-May-18,10,234.955,776
2018,4-May-18,11,304.328,824
2018,4-May-18,12,308.881,811
2018,4-May-18,13,353.553999999999,842
2018,4-May-18,14,500.892,913
2018,4-May-18,15,525.409,932
